Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
35793815	2020-12-28	Attacker (Russia)	Criminals / Gangs,Dissident	Russian Federation	Use unconventional violence	180	-9	Police (Russia)	Government,Police	Russian Federation	52343690	1	Reuters News	Moscow		Moskva	Russian Federation	55.7522	37.6156
35793814	2020-12-28	Ramzan Akhmadovich Kadyrov	National Ethnic,(National) Major Party,Parties,National Ethnic Minority,Local,International Religious,Social,Ideological,Center Right,Chechen,Muslim,Government,Provincial,International Ethnic	Russian Federation	Make statement	010	0	Attacker (Russia)	Criminals / Gangs,Dissident	Russian Federation	52343690	3	Reuters News			Chechenskaya Respublika	Russian Federation	43.25	45.8333
35793852	2020-12-28	United Kingdom		United Kingdom	Sign formal agreement	057	8	European Union	International Government Organization,Regional Diplomatic IGOs,Regional		52343691	2	Reuters News			Britain	United Kingdom	53.5938	-1.86823
35793853	2020-12-28	European Union	International Government Organization,Regional Diplomatic IGOs,Regional		Sign formal agreement	057	8	United Kingdom		United Kingdom	52343691	2	Reuters News			Britain	United Kingdom	53.5938	-1.86823
35793781	2020-12-28	Foreign Affairs (Russia)	Government,Executive,Foreign Ministry	Russian Federation	Reduce or break diplomatic relations	161	-4	Foreign Affairs (Bulgaria)	Government,Foreign Ministry,Executive	Bulgaria	52343697	2	Reuters News	Moscow		Moskva	Russian Federation	55.7522	37.6156
35793779	2020-12-28	Foreign Affairs (Russia)	Government,Executive,Foreign Ministry	Russian Federation	Consult	040	1	Foreign Affairs (Bulgaria)	Government,Foreign Ministry,Executive	Bulgaria	52343697	3	Reuters News	Moscow		Moskva	Russian Federation	55.7522	37.6156
35793782	2020-12-28	Foreign Affairs (Bulgaria)	Government,Foreign Ministry,Executive	Bulgaria	Consult	040	1	Foreign Affairs (Russia)	Government,Executive,Foreign Ministry	Russian Federation	52343697	3	Reuters News	Sofia	Stolichna Obshtina	Sofiya-Grad	Bulgaria	42.6975	23.3242
35793780	2020-12-28	Other Authorities / Officials (Bulgaria)	Government	Bulgaria	Reduce relations	160	-4	Citizen (Russia)	General Population / Civilian / Social,Social	Russian Federation	52343697	4	Reuters News	Sofia	Stolichna Obshtina	Sofiya-Grad	Bulgaria	42.6975	23.3242
35793726	2020-12-28	Lawyer/Attorney (China)	Legal,Social	China	Arrest, detain, or charge with legal action	173	-5	Citizen (Hong Kong)	General Population / Civilian / Social,Social	Hong Kong	52343703	1	Kyodo News				China	39.9075	116.397
35793739	2020-12-28	Ministry (Jordan)	Government	Jordan	Make statement	010	0	Government (Jordan)	Government	Jordan	52343704	4	Unknown	Petra		Muhafazat Ma`an	Jordan	30.3222	35.4793
35793740	2020-12-28	Ministry (Jordan)	Government	Jordan	Make an appeal or request	020	3	Media (Jordan)	Social,Media	Jordan	52343704	5	Unknown	Petra		Muhafazat Ma`an	Jordan	30.3222	35.4793
35793727	2020-12-28	Liberal Democratic Party	(National) Minor Party,Parties,Far Left,Ideological	Belarus	Make statement	010	0	House of Representatives (Japan)	Government,Legislative / Parliamentary	Japan	52343705	1	Jiji Press English News Service	Tokyo		Tokyo-to	Japan	35.6895	139.692
35793728	2020-12-28	Yoshihide Suga	Government,Social,Legislative / Parliamentary,Media,Lower House,(National) Major Party,Ideological,Center Right,Parties	Japan	Reject	120	-4	Citizen (Japan)	General Population / Civilian / Social,Social	Japan	52343705	5	Jiji Press English News Service	Tokyo		Tokyo-to	Japan	35.6895	139.692
35793830	2020-12-28	Citizen (Nepal)	Social,General Population / Civilian / Social	Nepal	Criticize or denounce	111	-2	K.P. Sharma Oli	Protestors / Popular Opposition / Mobs,Dissident,Elite	Nepal	52343708	1	Hindustan Times	Kathmandu	Bagmati Zone	Madhyamanchal	Nepal	27.7017	85.3206
35793828	2020-12-28	China		China	Make an appeal or request	020	3	Prachanda	Parties,(National) Major Party,Opposition Major Party (Out Of Government),Elite	Nepal	52343708	5	Hindustan Times	Beijing		Beijing Shi	China	39.9075	116.397
35793829	2020-12-28	China		China	Make an appeal or request	020	3	Citizen (Nepal)	Social,General Population / Civilian / Social	Nepal	52343708	5	Hindustan Times	Beijing		Beijing Shi	China	39.9075	116.397
35793783	2020-12-28	Citizen (India)	General Population / Civilian / Social,Social	India	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified		52343711	4	Hindustan Times	Calcutta		State of West Bengal	India	22.5626	88.363
35793729	2020-12-28	Employee (India)	Labor,Social	India	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified		52343713	4	Indo-Asian News Service	Jantar Mantar		National Capital Territory of Delhi	India	28.6273	77.2162
35793757	2020-12-28	Amarinder Singh	Provincial,Government,Local,Legislative / Parliamentary	India	Make statement	010	0	India		India	52343714	4	Indo-Asian News Service			State of Punjab	India	30.9167	75.4167
35793758	2020-12-28	Amarinder Singh	Provincial,Government,Local,Legislative / Parliamentary	India	Make statement	010	0	Police (India)	Government,Police	India	52343714	4	Indo-Asian News Service			State of Punjab	India	30.9167	75.4167
35793710	2020-12-28	Military Personnel - Special (India)	Government,Military	India	Use conventional military force	190	-10	Citizen (India)	General Population / Civilian / Social,Social	India	52343715	1	Indo-Asian News Service	Sopur		State of Jammu and Kashmir	India	34.2879	74.4722
35793854	2020-12-28	China		China	Arrest, detain, or charge with legal action	173	-5	Citizen (Hong Kong)	General Population / Civilian / Social,Social	Hong Kong	52343716	2	Unknown	Shenzhen	Shenzhen	Guangdong Sheng	China	22.5455	114.068
35793753	2020-12-28	Public Courts (Saudi Arabia)	Judicial,Government	Saudi Arabia	Use tactics of violent repression	175	-9	Rights Activist (Saudi Arabia)	Human Rights NGOs,Nongovernmental Organization (International),Human Rights IGOs,Nongovernmental Organizations / Activists	Saudi Arabia	52343723	1	Dow Jones News Service	Riyadh		Mintaqat ar Riyad	Saudi Arabia	24.6877	46.7219
35793751	2020-12-28	Public Courts (Saudi Arabia)	Judicial,Government	Saudi Arabia	Arrest, detain, or charge with legal action	173	-5	Criminal (Al Qaeda)	International Insurgents,International Religious,International Dissident,Sunni,International Radicals / Extremists / Fundamentalists		52343723	4	Dow Jones News Service	Riyadh		Mintaqat ar Riyad	Saudi Arabia	24.6877	46.7219
35793752	2020-12-28	Public Courts (Saudi Arabia)	Judicial,Government	Saudi Arabia	Arrest, detain, or charge with legal action	173	-5	Citizen (Saudi Arabia)	General Population / Civilian / Social,Social	Saudi Arabia	52343723	4	Dow Jones News Service	Riyadh		Mintaqat ar Riyad	Saudi Arabia	24.6877	46.7219
35793730	2020-12-28	Citizen (Armenia)	Social,General Population / Civilian / Social	Armenia	Demonstrate or rally	141	-6.5	Police (Armenia)	Government,Police	Armenia	52343724	2	Interfax News Service	Yerevan		Yerevan	Armenia	40.1811	44.5136
35793733	2020-12-28	Police (Armenia)	Government,Police	Armenia	Arrest, detain, or charge with legal action	173	-5	Citizen (Armenia)	Social,General Population / Civilian / Social	Armenia	52343724	2	Interfax News Service	Yerevan		Yerevan	Armenia	40.1811	44.5136
35793731	2020-12-28	Protester (Armenia)	Dissident,Protestors / Popular Opposition / Mobs	Armenia	Demonstrate for leadership change	1411	-6.5	Nikol Pashinyan	Executive,Executive Office,Government,Elite	Armenia	52343724	3	Interfax News Service	Yerevan		Yerevan	Armenia	40.1811	44.5136
35793732	2020-12-28	Protester (Armenia)	Dissident,Protestors / Popular Opposition / Mobs	Armenia	Protest violently, riot	145	-7.5	Ruling Faction (Armenia)	Government	Armenia	52343724	5	Interfax News Service			Nagorno-Karabakh	Azerbaijan	40	46.5833
35793734	2020-12-28	Ruling Faction (Armenia)	Government	Armenia	Use tactics of violent repression	175	-9	Protester (Armenia)	Dissident,Protestors / Popular Opposition / Mobs	Armenia	52343724	5	Interfax News Service			Nagorno-Karabakh	Azerbaijan	40	46.5833
35793858	2020-12-28	Maia Sandu		Moldova, Republic of	Express intent to meet or negotiate	036	4	Citizen (Moldova)	General Population / Civilian / Social,Social	Moldova, Republic of	52343725	4	Interfax News Service	Chisinau		Municipiul Chisinau	Moldova, Republic of	47.0056	28.8575
35793857	2020-12-28	Ion Chicu	Executive Office,Government,Executive	Moldova, Republic of	Make statement	010	0	Government (Moldova)	Government	Moldova, Republic of	52343725	6	Interfax News Service	Chisinau		Municipiul Chisinau	Moldova, Republic of	47.0056	28.8575
35793820	2020-12-28	Klaus Johannis	Protestors / Popular Opposition / Mobs,Dissident	Romania	Express intent to meet or negotiate	036	4	Moldova		Moldova, Republic of	52343726	2	Interfax News Service	Chisinau		Municipiul Chisinau	Moldova, Republic of	47.0056	28.8575
35793821	2020-12-28	Head of Government (Romania)	Executive Office,Government,Executive	Romania	Make a visit	042	1.9	Moldova		Moldova, Republic of	52343726	4	Interfax News Service	Chisinau		Municipiul Chisinau	Moldova, Republic of	47.0056	28.8575
35793822	2020-12-28	Moldova		Moldova, Republic of	Host a visit	043	2.8	Head of Government (Romania)	Executive Office,Government,Executive	Romania	52343726	4	Interfax News Service	Chisinau		Municipiul Chisinau	Moldova, Republic of	47.0056	28.8575
35793816	2020-12-28	Moldova		Moldova, Republic of	Arrest, detain, or charge with legal action	173	-5	Foreign Affairs (Moldova)	Government,Executive,Foreign Ministry	Moldova, Republic of	52343727	2	Interfax News Service	Chisinau		Municipiul Chisinau	Moldova, Republic of	47.0056	28.8575
35793817	2020-12-28	Lawyer/Attorney (Moldova)	Legal,Social	Moldova, Republic of	Arrest, detain, or charge with legal action	173	-5	Foreign Affairs (Moldova)	Government,Executive,Foreign Ministry	Moldova, Republic of	52343727	4	Interfax News Service	Chisinau		Municipiul Chisinau	Moldova, Republic of	47.0056	28.8575
35793855	2020-12-28	Men (Singapore)	Social,General Population / Civilian / Social	Singapore	Use unconventional violence	180	-9	Police (Singapore)	Police,Government	Singapore	52343730	1	Channel NewsAsia				Singapore	1.28967	103.85
35793856	2020-12-28	Police (Singapore)	Police,Government	Singapore	Use conventional military force	190	-10	Men (Singapore)	Social,General Population / Civilian / Social	Singapore	52343730	4	Channel NewsAsia				Singapore	1.28967	103.85
35793784	2020-12-28	Citizen (Kazakhstan)	General Population / Civilian / Social,Social	Kazakhstan	Use unconventional violence	180	-9	Kazakhstan		Kazakhstan	52343734	6	BBC Monitoring Central Asia				Kazakhstan	51.1801	71.446
35793818	2020-12-28	Government (Lithuania)	Government	Lithuania	Praise or endorse	051	3.4	European Union	International Government Organization,Regional Diplomatic IGOs,Regional		52343735	1	Baltic Daily	Vilnius	Vilnius	Vilniaus Apskritis	Lithuania	54.6892	25.2798
35793819	2020-12-28	Government (Lithuania)	Government	Lithuania	Praise or endorse	051	3.4	United Kingdom		United Kingdom	52343735	1	Baltic Daily	Vilnius	Vilnius	Vilniaus Apskritis	Lithuania	54.6892	25.2798
35793754	2020-12-28	Citizen (Russia)	General Population / Civilian / Social,Social	Russian Federation	Use unconventional violence	180	-9	Police (Russia)	Government,Police	Russian Federation	52343743	1	Associated Press Newswires	Moscow		Moskva	Russian Federation	55.7522	37.6156
35793755	2020-12-28	Men (Russia)	General Population / Civilian / Social,Social	Russian Federation	Use unconventional violence	180	-9	Police (Russia)	Government,Police	Russian Federation	52343743	2	Associated Press Newswires	Groznyy		Chechenskaya Respublika	Russian Federation	43.312	45.6889
35793756	2020-12-28	Militant (Russia)	Unidentified Forces	Russian Federation	Use unconventional violence	180	-9	Chechnya		Russian Federation	52343743	6	Associated Press Newswires			Chechenskaya Respublika	Russian Federation	43.25	45.8333
35793759	2020-12-28	Royal Administration (Africa)	Government		Sign formal agreement	057	8	Israel		Israel	52343749	2	Agence France-Presse	Rabat	Rabat	Region de Rabat-Sale-Zemmour-Zaer	Morocco	34.0132	-6.83255
35793760	2020-12-28	Israel		Israel	Sign formal agreement	057	8	Royal Administration (Africa)	Government		52343749	2	Agence France-Presse	Rabat	Rabat	Region de Rabat-Sale-Zemmour-Zaer	Morocco	34.0132	-6.83255
35793761	2020-12-28	Israel		Israel	Sign formal agreement	057	8	Morocco		Morocco	52343749	5	Agence France-Presse				Israel	31.779	35.2253
35793762	2020-12-28	Morocco		Morocco	Sign formal agreement	057	8	Israel		Israel	52343749	5	Agence France-Presse				Morocco	33.9911	-6.84006
35793786	2020-12-28	Men (Sudan)	Social,General Population / Civilian / Social	Sudan	Abduct, hijack, or take hostage	181	-9	Activist (Sudan)	Nongovernmental Organization (International),Human Rights NGOs,Nongovernmental Organizations / Activists,Human Rights IGOs	Sudan	52343750	2	Agence France-Presse	Al Kalakla		Khartoum	Sudan	15.4678	32.4856
35793785	2020-12-28	Sudanese Armed Forces	Government,Military	Sudan	Make empathetic comment	018	3.4	Activist (Sudan)	Nongovernmental Organization (International),Human Rights NGOs,Nongovernmental Organizations / Activists,Human Rights IGOs	Sudan	52343750	5	Agence France-Presse	Omdurman		Khartoum	Sudan	15.6445	32.4777
35793736	2020-12-28	Alliance for Patriotic Reorientation and Construction	Parties,Nationalist,(National) Major Party,Ideological	Gambia	Make statement	010	0	Gambia		Gambia	52343757	1	All Africa				Senegal	14.6937	-17.4441
35793737	2020-12-28	Alliance for Patriotic Reorientation and Construction	Parties,Nationalist,(National) Major Party,Ideological	Gambia	Make statement	010	0	Adama Barrow	Executive Office,Government,Executive,Elite	Gambia	52343757	2	All Africa				Gambia	13.4527	-16.578
35793738	2020-12-28	Union for Social Progress and Democracy	Parties,(National) Minor Party	Congo	Praise or endorse	051	3.4	Head of Government (Congo)	Executive Office,Government,Executive	Congo	52343760	4	All Africa				Congo	-4.2669	15.2833
35793787	2020-12-28	Moïse Katumbi Chapwe	Government,Provincial,Parties,(National) Major Party,Local,Center Left,Ideological	Democratic Republic of Congo	Consult	040	1	Head of Government (Congo)	Executive Office,Government,Executive	Congo	52343764	4	All Africa				Democratic Republic of Congo	-4.47223	15.8836
35793788	2020-12-28	Jean-Pierre Bemba	Government,Nationalist,Upper House,Legislative / Parliamentary,Parties,(National) Major Party,Ideological	Democratic Republic of Congo	Consult	040	1	Head of Government (Congo)	Executive Office,Government,Executive	Congo	52343764	4	All Africa				Democratic Republic of Congo	-4.47223	15.8836
35793789	2020-12-28	Head of Government (Congo)	Executive Office,Government,Executive	Congo	Consult	040	1	Moïse Katumbi Chapwe	Government,Provincial,Parties,(National) Major Party,Local,Center Left,Ideological	Democratic Republic of Congo	52343764	4	All Africa				Democratic Republic of Congo	-4.47223	15.8836
35793790	2020-12-28	Jean-Pierre Bemba	Government,Nationalist,Upper House,Legislative / Parliamentary,Parties,(National) Major Party,Ideological	Democratic Republic of Congo	Consult	040	1	Moïse Katumbi Chapwe	Government,Provincial,Parties,(National) Major Party,Local,Center Left,Ideological	Democratic Republic of Congo	52343764	4	All Africa				Democratic Republic of Congo	-4.47223	15.8836
35793791	2020-12-28	Head of Government (Congo)	Executive Office,Government,Executive	Congo	Consult	040	1	Jean-Pierre Bemba	Government,Nationalist,Upper House,Legislative / Parliamentary,Parties,(National) Major Party,Ideological	Democratic Republic of Congo	52343764	4	All Africa				Democratic Republic of Congo	-4.47223	15.8836
35793792	2020-12-28	Moïse Katumbi Chapwe	Government,Provincial,Parties,(National) Major Party,Local,Center Left,Ideological	Democratic Republic of Congo	Consult	040	1	Jean-Pierre Bemba	Government,Nationalist,Upper House,Legislative / Parliamentary,Parties,(National) Major Party,Ideological	Democratic Republic of Congo	52343764	4	All Africa				Democratic Republic of Congo	-4.47223	15.8836
35793793	2020-12-28	Jean-Pierre Bemba	Government,Nationalist,Upper House,Legislative / Parliamentary,Parties,(National) Major Party,Ideological	Democratic Republic of Congo	Consult	040	1	Félix Tshisekedi	Executive Office,Government,Executive	Democratic Republic of Congo	52343764	4	All Africa				Democratic Republic of Congo	-4.47223	15.8836
35793794	2020-12-28	Moïse Katumbi Chapwe	Government,Provincial,Parties,(National) Major Party,Local,Center Left,Ideological	Democratic Republic of Congo	Meet at a 'third' location	044	2.5	Félix Tshisekedi	Executive Office,Government,Executive	Democratic Republic of Congo	52343764	4	All Africa				Democratic Republic of Congo	-4.47223	15.8836
35793795	2020-12-28	Félix Tshisekedi	Executive Office,Government,Executive	Democratic Republic of Congo	Consult	040	1	Jean-Pierre Bemba	Government,Nationalist,Upper House,Legislative / Parliamentary,Parties,(National) Major Party,Ideological	Democratic Republic of Congo	52343764	4	All Africa				Democratic Republic of Congo	-4.47223	15.8836
35793796	2020-12-28	Félix Tshisekedi	Executive Office,Government,Executive	Democratic Republic of Congo	Meet at a 'third' location	044	2.5	Moïse Katumbi Chapwe	Government,Provincial,Parties,(National) Major Party,Local,Center Left,Ideological	Democratic Republic of Congo	52343764	4	All Africa				Democratic Republic of Congo	-4.47223	15.8836
35793823	2020-12-28	Police (Democratic Republic of Congo)	Government,Police	Democratic Republic of Congo	Accuse of crime, corruption	1121	-2	Governor (Democratic Republic of Congo)	Government,Provincial,Local	Democratic Republic of Congo	52343765	2	All Africa		South Kivu	South Kivu Province	Democratic Republic of Congo	-3.22552	28.596
35793868	2020-12-28	Spain		Spain	Consult	040	1	United Kingdom		United Kingdom	52343775	2	Reuters News	Madrid	Provincia de Madrid	Comunidad de Madrid	Spain	40.4165	-3.70256
35793869	2020-12-28	United Kingdom		United Kingdom	Consult	040	1	Spain		Spain	52343775	2	Reuters News	London	Greater London	England	United Kingdom	51.5085	-0.12574
35793870	2020-12-28	United Kingdom		United Kingdom	Sign formal agreement	057	8	European Union	Regional Diplomatic IGOs,International Government Organization,Regional		52343775	2	Reuters News	London	Greater London	England	United Kingdom	51.5085	-0.12574
35793871	2020-12-28	European Union	Regional Diplomatic IGOs,International Government Organization,Regional		Sign formal agreement	057	8	United Kingdom		United Kingdom	52343775	2	Reuters News	London	Greater London	England	United Kingdom	51.5085	-0.12574
35793884	2020-12-28	Citizen (Egypt)	General Population / Civilian / Social,Social	Egypt	Use unconventional violence	180	-9	Detainee (Egypt)	Protestors / Popular Opposition / Mobs,Dissident	Egypt	52343787	2	All Africa				Egypt	30.0626	31.2497
35793882	2020-12-28	Foreign Affairs (Spain)	Foreign Ministry,Executive,Government	Spain	Make statement	010	0	Spain		Spain	52343793	1	Reuters News				Spain	40.4165	-3.70256
35793861	2020-12-28	Foreign Affairs (Spain)	Foreign Ministry,Executive,Government	Spain	Make statement	010	0	Employee (Spain)	Social,Labor	Spain	52343794	1	Reuters News				Spain	40.4165	-3.70256
35793893	2020-12-28	Foreign Affairs (Spain)	Foreign Ministry,Executive,Government	Spain	Make statement	010	0	Spain		Spain	52343795	1	Reuters News				Spain	40.4165	-3.70256
35793885	2020-12-28	Cabinet / Council of Ministers / Advisors (India)	Government,Cabinet,Executive	India	Make statement	010	0	Bharatiya Janata	Opposition Major Party (Out Of Government),(National) Major Party,Parties	India	52343816	3	Indo-Asian News Service	Coimbatore		State of Tamil Nadu	India	11.0056	76.9661
35793886	2020-12-28	Bharatiya Janata	Opposition Major Party (Out Of Government),(National) Major Party,Parties	India	Make statement	010	0	National Democratic Front (India)	Parties	India	52343816	6	Indo-Asian News Service	Chennai		State of Tamil Nadu	India	13.0878	80.2785
35793872	2020-12-28	China		China	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Russia		Russian Federation	52343825	1	Xinhua News Agency	Beijing		Beijing Shi	China	39.9075	116.397
35793873	2020-12-28	Vladimir Putin	Elite,Executive,Executive Office,Government,(National) Major Party,Parties,Ideological,Center Right	Russian Federation	Discuss by telephone	041	1	Xi Jinping	Executive Office,Government,Legislative / Parliamentary,Unicameral,Elite,Executive,Government Major Party (In Government),Parties,(National) Major Party,Military	China	52343825	2	Xinhua News Agency	Beijing		Beijing Shi	China	39.9075	116.397
35793874	2020-12-28	Xi Jinping	Executive Office,Government,Legislative / Parliamentary,Unicameral,Elite,Executive,Government Major Party (In Government),Parties,(National) Major Party,Military	China	Discuss by telephone	041	1	Vladimir Putin	Elite,Executive,Executive Office,Government,(National) Major Party,Parties,Ideological,Center Right	Russian Federation	52343825	2	Xinhua News Agency	Beijing		Beijing Shi	China	39.9075	116.397
35793875	2020-12-28	Xi Jinping	Executive Office,Government,Legislative / Parliamentary,Unicameral,Elite,Executive,Government Major Party (In Government),Parties,(National) Major Party,Military	China	Praise or endorse	051	3.4	United Nations	Global Diplomatic IGOs,Global,International Government Organization		52343825	6	Xinhua News Agency	Shanghai		Shanghai Shi	China	31.2222	121.458
35793894	2020-12-28	Cabinet / Council of Ministers / Advisors (Ukraine)	Government,Executive,Cabinet	Ukraine	Consult	040	1	Ukrinform	Media,Social	Ukraine	52343826	2	Unknown				Ukraine	50.4547	30.5238
35793895	2020-12-28	Ukrinform	Media,Social	Ukraine	Consult	040	1	Cabinet / Council of Ministers / Advisors (Ukraine)	Government,Executive,Cabinet	Ukraine	52343826	2	Unknown				Ukraine	50.4547	30.5238
35793890	2020-12-28	Head of Government (Slovakia)	Executive Office,Government,Executive	Slovakia	Reject	120	-4	Citizen (Slovakia)	General Population / Civilian / Social,Social	Slovakia	52343830	6	TASR - Tlacova Agentura Slovenskej Republiky	Bratislava		Bratislavsky kraj	Slovakia	48.1482	17.1067
35793891	2020-12-28	Head of Government (Slovakia)	Executive Office,Government,Executive	Slovakia	Reject	120	-4	People Associated with the Opposition (Slovakia)	Dissident,Protestors / Popular Opposition / Mobs	Slovakia	52343830	6	TASR - Tlacova Agentura Slovenskej Republiky	Bratislava		Bratislavsky kraj	Slovakia	48.1482	17.1067
35793862	2020-12-28	Abiy Ahmed	Executive Office,Government,International Ethnic,Ideological,Elite,Executive,Center Left,Parties,Oromo,(National) Minor Party	Ethiopia	Confiscate property	1711	-9.2	Armed Separatist (Tigray-Tigrinya)	National Ethnic Majority,Social,National Ethnic	Eritrea	52343832	2	Reuters News	Addis Ababa		Adis Abeba Astedader	Ethiopia	9.02497	38.7469
35793898	2020-12-28	Foreign Affairs (Spain)	Foreign Ministry,Executive,Government	Spain	Make statement	010	0	Gibraltar		Gibraltar	52343833	1	Reuters News				Spain	40.4165	-3.70256
35793860	2020-12-28	Arab League	Regional Diplomatic IGOs,International Government Organization,Regional		Praise or endorse	051	3.4	Norway		Norway	52343841	1	Unknown	Petra		Muhafazat Ma`an	Jordan	30.3222	35.4793
35793859	2020-12-28	Ahmed Aboul Gheit	Elite	Egypt	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Citizen (Norway)	Social,General Population / Civilian / Social	Norway	52343841	2	Unknown	Cairo		Muhafazat al Qahirah	Egypt	30.0626	31.2497
35793892	2020-12-28	Police (India)	Government,Police	India	Arrest, detain, or charge with legal action	173	-5	Citizen (India)	Social,General Population / Civilian / Social	India	52343843	6	Hindustan Times		Bhopal	State of Madhya Pradesh	India	23.5	77.4167
35793867	2020-12-28	Main Opposition (India)	Dissident,Protestors / Popular Opposition / Mobs	India	Criticize or denounce	111	-2	Government (India)	Government	India	52343844	1	Hindustan Times			State of Tamil Nadu	India	11	78
35793880	2020-12-28	Mamata Banerjee	(National) Major Party,Government Major Party (In Government),Parties,Government	India	Accuse	112	-2	Bharatiya Janata	Opposition Major Party (Out Of Government),(National) Major Party,Parties	India	52343845	1	Hindustan Times				India	28.6358	77.2244
35793865	2020-12-28	Congress (Iran)	Government,Legislative / Parliamentary	Iran	Reject	120	-4	Education (Iran)	Education,Social	Iran	52343848	1	FARS News Agency	Tehran		Tehran Province	Iran	35.6944	51.4215
35793900	2020-12-28	United Arab Emirates		United Arab Emirates	Engage in diplomatic cooperation	050	3.5	Israel		Israel	52343849	1	FARS News Agency	Tehran		Tehran Province	Iran	35.6944	51.4215
35793879	2020-12-28	Imran Khan	Elite,Executive,Centrist,Executive Office,Government,Parties,(National) Minor Party,Ideological	Pakistan	Make statement	010	0	Pakistan		Pakistan	52343865	3	Xinhua News Agency	Islamabad		Islamabad Capital Territory	Pakistan	33.7215	73.0433
35793889	2020-12-28	City Mayor (United States)	Government,Local,Municipal	United States	Make statement	010	0	City Mayor (United Kingdom)	Government,Municipal,Local	United Kingdom	52343873	5	The Toronto Star	Brockton	Roosevelt County	Montana	United States	48.1486	-104.918
35793899	2020-12-28	Government (Romania)	Government	Romania	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Citizen (Romania)	General Population / Civilian / Social,Social	Romania	52343880	5	AGERPRES	Bucharest	Municipiul Bucuresti	Bucuresti	Romania	44.4323	26.1063
35793888	2020-12-28	Engineer (Croatia)	General Population / Civilian / Social,Social	Croatia	Express intent to provide humanitarian aid	0333	5.2	Citizen (Croatia)	General Population / Civilian / Social,Social	Croatia	52343890	5	HINA	Zagreb		Grad Zagreb	Croatia	45.8144	15.978
35793883	2020-12-28	Citizen (Thailand)	General Population / Civilian / Social,Social	Thailand	fight with small arms and light weapons	193	-10	Thailand		Thailand	52343894	5	Deutsche Welle	Samut Sakhon		Changwat Samut Sakhon	Thailand	13.5475	100.274
35793887	2020-12-28	Militant (Russia)	Unidentified Forces	Russian Federation	Use unconventional violence	180	-9	Police (Russia)	Police,Government	Russian Federation	52343897	2	Interfax News Service	Groznyy		Chechenskaya Respublika	Russian Federation	43.312	45.6889
35793897	2020-12-28	Armed Rebel (Nigeria)	Dissident,Rebel	Nigeria	Use unconventional violence	180	-9	Citizen (Nigeria)	General Population / Civilian / Social,Social	Nigeria	52343900	1	Associated Press Newswires	Maiduguri		Borno State	Nigeria	11.8464	13.1603
35793993	2020-12-28	Police (Iran)	Police,Government	Iran	Make an appeal or request	020	3	Military (International)	Military,Government		52343994	1	Xinhua News Agency	Tehran		Tehran Province	Iran	35.6944	51.4215
35793992	2020-12-28	Ali Shamkhani		Iran	Make statement	010	0	Iran		Iran	52343994	3	Xinhua News Agency	Tehran		Tehran Province	Iran	35.6944	51.4215
35793996	2020-12-28	Cabinet / Council of Ministers / Advisors (Ukraine)	Government,Executive,Cabinet	Ukraine	Praise or endorse	051	3.4	Organization for Economic Cooperation and Development	International Government Organization,Global,Global Economic/Financial/Trade IGOs		52343996	3	Unknown				Ukraine	50.4547	30.5238
35793994	2020-12-28	Organization for Economic Cooperation and Development	International Government Organization,Global,Global Economic/Financial/Trade IGOs		Engage in diplomatic cooperation	050	3.5	Ukraine		Ukraine	52343996	4	Unknown				Ukraine	50.4547	30.5238
35793995	2020-12-28	Ukraine		Ukraine	Engage in diplomatic cooperation	050	3.5	Organization for Economic Cooperation and Development	International Government Organization,Global,Global Economic/Financial/Trade IGOs		52343996	4	Unknown				Ukraine	50.4547	30.5238
35793946	2020-12-28	Head of Government (Iraq)	Executive,Executive Office,Government	Iraq	Make an appeal or request	020	3	Military (Iraq)	Military,Government	Iraq	52344006	5	Jordan News Agency	Baghdad		Muhafazat Baghdad	Iraq	33.3406	44.4009
35793947	2020-12-28	Head of Government (Iraq)	Executive,Executive Office,Government	Iraq	Make an appeal or request	020	3	Legislature (Iraq)	Legislative / Parliamentary,Government	Iraq	52344006	5	Jordan News Agency	Baghdad		Muhafazat Baghdad	Iraq	33.3406	44.4009
35793990	2020-12-28	Defense / Security Ministry (Qatar)	Defense / Security Ministry,Executive,Government	Qatar	Praise or endorse	051	3.4	Lebanon		Lebanon	52344011	6	National News Agency Lebanon	Beirut		Beyrouth	Lebanon	33.8889	35.4944
35793991	2020-12-28	Defense / Security Ministry (Qatar)	Defense / Security Ministry,Executive,Government	Qatar	Praise or endorse	051	3.4	Citizen (Lebanon)	Social,General Population / Civilian / Social	Lebanon	52344011	6	National News Agency Lebanon	Beirut		Beyrouth	Lebanon	33.8889	35.4944
35793914	2020-12-28	Foreign Affairs (Russia)	Government,Executive,Foreign Ministry	Russian Federation	Make statement	010	0	Bulgaria		Bulgaria	52344013	4	National News Agency Lebanon	Moscow		Moskva	Russian Federation	55.7522	37.6156
